,0
1,1e-05
2,1e-05
3,0.0020157704707642987
4,0.003290718645159792
5,0.0011300898211722282
6,0.002535333049436285
7,0.0017096052706793577
8,0.0019188528021062622
9,1e-05
10,0.01447478254302499
11,1e-05
12,1e-05
13,0.008932469607730588
14,0.00835125833245131
15,0.007790339091752718
16,0.007982255245693941
17,0.003625030586163867
18,1e-05
19,1e-05
20,1e-05
21,0.0052871177731527086
22,0.002835376990017441
23,0.00037656509651944655
24,0.0015327285288992607
25,0.0022897484497825557
26,0.0055403938445774655
27,1e-05
28,1e-05
29,0.00038965203863451116
30,0.0005599838787299222
31,0.00024706275948402926
32,0.0014574158346145622
33,0.001079346096799169
34,0.00030800906035482177
35,0.002279156471623899
36,0.000970198745612672
37,0.001090098835295399
38,0.0029295688868008897
39,0.0020283341844610026
40,0.0029952690482360346
41,0.0023143614917698033
42,0.004322930598143967
43,0.002011377334029198
44,0.002671262523786263
45,0.0024328701918047285
46,0.003239310465686489
47,0.0024729651132752535
48,0.005923945454590986
49,0.003539598203104222
50,0.0027225539880476176
51,0.0042351824017928365
52,0.004049314779523392
53,0.004034055930561495
54,0.001993235140880439
55,0.0007343804968708175
56,0.0015160700135212729
57,0.0014112056012246788
58,0.0015392748841413114
59,0.0014417939867515034
60,0.0010106077374190058
61,0.0015635338132138261
62,0.0022365866461938415
63,0.0002387986831633961
64,0.0017872830547962385
65,1e-05
66,5.4909058896299884e-05
67,0.004607484362367395
68,0.003835303007250218
69,0.0021303664024018122
70,0.002436400596978312
71,0.0011433165568727284
72,0.0018219881773361714
73,0.0046811033103125324
74,1e-05
75,1e-05
76,1e-05
77,0.0013171750696459187
78,0.0019117564099400744
79,0.0026632848580330883
80,0.0024648709201711924
81,0.0031086261084953895
82,1e-05
83,1e-05
84,0.007080632894172472
85,1e-05
86,0.05450042025777625
87,0.011655383080122485
88,0.005498398837441445
89,0.003408451527261368
90,0.0027489112426332027
91,1e-05
92,1e-05
93,1e-05
94,0.007087463278918706
95,0.0031452730550330945
96,0.0036215733421041513
97,0.00559218126733341
98,0.005718835813392369
99,0.002722772969783057
100,1e-05
101,0.005547088365509167
102,0.005417024069674618
103,0.005117571477726076
104,0.005395482560029923
105,0.0031504529826174733
106,0.0034848358198420024
107,0.004737566391767144
108,0.0040662251602389485
109,0.005017420399308871
110,0.005087798702571683
111,0.004030290456343288
112,0.006412914731056006
113,0.005507660222980569
114,0.004750108378307703
115,0.005007480327727211
116,0.005114358933595246
117,0.004032665198929576
118,0.005232065124844529
119,0.005880951816057621
120,0.0053669901750956605
121,0.003869742045498781
122,0.004778148787743875
123,0.005336469591161893
124,0.005138177297399088
125,0.005606531763345914
126,0.004847169323977435
127,0.005297862871299683
128,0.004046667579174773
129,0.0027464045611121806
130,0.004379251840453186
131,0.003966577651177395
132,0.006023503648750581
133,0.0040489637180721166
134,0.003287056539973955
135,0.0037951801083696327
136,0.003656160921359121
137,0.004223363685790441
138,1e-05
139,1e-05
140,0.006064542032932551
141,0.006164000545619745
142,0.002674301513910781
143,0.004242131501549398
144,0.003135166504109967
145,0.004063603677835637
146,0.007598076556115738
147,1e-05
148,1e-05
149,1e-05
150,0.007126911491682145
151,0.003183760285574856
152,0.0007650219853149276
153,0.0034860507944229923
154,0.0017097377674188839
155,1e-05
156,1e-05
157,1e-05
158,0.003441829604852636
159,0.0014842820341856963
160,0.001701994241346684
161,0.0025331556289542984
162,0.0012165999026722903
163,0.0038614800969283066
164,1e-05
165,1e-05
166,1e-05
167,0.0034334413592899816
168,0.0041037834249049105
169,0.003540344866463456
170,0.0025468933751544268
171,0.0031772701138344825
172,0.0025615700773366492
173,1e-05
174,1e-05
175,0.002290841977028162
176,0.002821344750119176
177,0.003962138683937429
178,0.002426237731601414
179,0.002816551436242318
180,0.004002250134799112
181,0.002532040314784514
182,0.0015926911635127127
183,0.002827978119546976
184,0.003198243103282291
185,0.0030819541338097905
186,0.0035885421221818173
187,0.0032828013039124864
188,0.0030505922070292037
189,0.003356454705960859
190,0.0034556944771703966
191,0.002777894344164735
192,0.0024633956870808707
193,0.0028316276153283106
194,0.0031078121056699708
195,0.0017235860345165203
196,0.003181754464351084
197,0.0021846787507683475
198,0.0020846094122903367
199,0.002242944482598627
200,0.0015828389772884548
201,0.0015668094519498456
202,0.004106103626413994
203,0.0019391342875432135
204,0.0031708643349168918
205,0.0028089809993746195
206,0.0011926590700118782
207,0.003407423058138371
208,0.0032296420201045895
209,0.0027262467862164794
210,0.002090536393117968
211,1e-05
212,1e-05
213,0.0030133473718891575
214,0.003714961879118449
215,0.003040052048189288
216,0.002448659808574142
217,0.002211094900524965
218,0.00274443514329007
219,1e-05
220,1e-05
221,1e-05
222,1e-05
223,0.004408347100268279
224,0.0014092375004815525
225,0.0014967370180308081
226,0.0015469104557128473
227,0.0015018441502771419
228,1e-05
229,1e-05
230,1e-05
231,0.001344889563816534
232,0.0001126424951536281
233,0.0004085169118636284
234,0.0004307302928837054
235,0.00014930235223305381
236,0.00032822896091095146
237,1e-05
238,1e-05
239,0.00015441602706230565
240,9.844919125883847e-05
241,0.00016539593992677745
242,0.000228648374712378
243,0.00025208356751434325
244,7.696800880867922e-05
245,0.00011019772457754873
246,9.572001623539307e-05
247,6.984330392500933e-05
248,5.295589092303968e-05
249,7.961361201409997e-05
250,0.00016706877736751688
251,3.687601949554705e-05
252,9.649571827716254e-05
253,4.39625963749168e-05
254,6.0633085978812334e-05
255,7.07057268509644e-05
256,5.346779484122295e-05
257,7.952569012448479e-05
258,3.96622985361578e-05
259,0.00010136993164331509
260,2.0889390480976884e-05
261,2.8565398566882245e-05
262,5.2899210903231466e-05
263,9.298731245775702e-05
264,8.460144645749201e-05
265,0.0001096612687577518
266,5.1437751659867584e-05
267,3.377686838417174e-05
268,3.0897417685142914e-05
269,2.409226175550136e-05
270,3.832075391324147e-05
271,1.9844924829382793e-05
272,2.4885146327794387e-05
273,3.457581000692522e-05
274,6.679992794738137e-05
275,2.8663914151709686e-05
276,4.286128678515237e-05
277,9.375024344897932e-05
278,3.119751750752721e-05
279,9.787128146222134e-05
280,7.833265207133976e-05
281,2.9253227873755438e-05
282,2.535592882361774e-05
283,3.2116573872585786e-05
284,1e-05
285,1e-05
286,0.00013861202564734943
287,6.679522748517043e-05
288,5.2783032110689446e-05
289,2.16933898662501e-05
290,2.618832832977856e-05
291,6.24875047891943e-05
292,1e-05
293,1e-05
294,1e-05
295,1e-05
296,9.946585409679203e-05
297,2.8586184024318177e-05
298,5.852884084676023e-05
299,0.00018017524657293238
300,0.0010122877855960571
301,0.01594257674016148
302,1e-05
303,0.07954821181325454
304,0.001996290284626709
305,0.0015942992212974972
306,0.0014822194580320909
307,0.0015411377153306508
308,0.0018493798414316919
309,0.00030803083369029723
310,1e-05
311,1e-05
312,0.002177266429531826
313,0.002018674526719059
314,0.0018392360484161825
315,0.0004973560878671415
316,0.0009719935222281862
317,0.0010370498089644035
318,0.0001551731951424289
319,0.0006754407936210383
320,0.00046465196606018335
321,0.0003516232365101284
322,0.0004679441356227159
323,9.350231541241949e-05
324,0.00029452512996333167
325,4.409294457388426e-05
326,0.00021253090060268482
327,0.00028308893691869993
328,0.00013086575544522634
329,0.00023321813592033392
330,7.443926732664163e-05
331,0.00013892355337828633
332,0.0002636596346443279
333,0.00024829023632243604
334,0.00016753590585019543
335,7.023185490015452e-05
336,0.00016393532017514262
337,3.92249368706736e-05
338,6.171334997792107e-05
339,8.226863563797412e-05
340,0.00010198365189099411
341,7.385704450746903e-05
342,0.00011673830575871021
343,9.555428877759987e-05
344,4.640176720037296e-05
345,3.533670408142808e-05
346,0.0009018684322985839
347,2.3024390536714975e-05
348,6.87879063345843e-05
349,0.0012119267620646242
350,1.2284733874073283e-05
351,0.0001018228539475823
352,0.0003531685837678592
353,0.0001640544657316511
354,0.00014315156032341055
355,6.171395542379106e-05
356,0.0002594800601717229
357,0.00012699989438863928
358,1e-05
359,6.660736101742777e-05
360,0.0004145178104622625
361,5.6094268749176086e-05
362,8.736576784119387e-05
363,0.00016029783628888385
364,5.160222284784581e-05
365,1e-05
366,1e-05
367,0.11493515251102614
368,3.585846304674188e-05
369,5.478566446306956e-05
370,2.9243981199879116e-05
371,4.566423946281126e-05
372,4.022099455266214e-05
373,4.8129773249424566e-05
374,1e-05
375,1e-05
376,7.987889366803578e-05
377,5.4240549720974554e-05
378,3.56333210590524e-05
379,2.1070529326074657e-05
380,3.227302379316725e-05
381,5.496750599493529e-05
382,4.258795876437928e-05
383,1e-05
384,4.0802919989537005e-05
385,3.0252319787045546e-05
386,4.6695606219482246e-05
387,7.39194444141763e-05
388,4.0827156059430895e-05
389,3.7687679013675175e-05
390,2.88366345086054e-05
391,6.112146328129687e-05
392,7.845264519858305e-05
393,4.110882263294599e-05
394,1.931276552478253e-05
395,1.683634730393935e-05
396,1.808935360165291e-05
397,1.549995966589816e-05
398,1.2671690774306929e-05
399,0.00021529596621625303
400,1.639267978916895e-05
401,1.9551501098783144e-05
402,1.5407372020567787e-05
403,2.0240632399773657e-05
404,1.7235712589610315e-05
405,2.0391395749826683e-05
406,7.001648777151123e-05
407,2.7721183361409614e-05
408,1.1279266901849839e-05
409,1.2766243505025267e-05
410,1.2112949215795043e-05
411,1.168437075976051e-05
412,1.1817635007641949e-05
413,1.0786325961234637e-05
414,2.714288206232641e-05
415,8.409788614138806e-05
416,4.982820755921396e-05
417,4.79605891409012e-05
418,1.5263860253873425e-05
419,1.1716348580200082e-05
420,1.1039480449726509e-05
421,5.5940639372815905e-05
422,1.0399634014636896e-05
423,1.1862172287456395e-05
424,5.8161707517213064e-05
425,2.908763230821558e-05
426,1.3005691116581991e-05
427,2.2184356243805075e-05
428,1.5342412820850763e-05
429,5.2256170018070026e-05
430,3.430341654390308e-05
431,1.5820206366355673e-05
432,2.5950018479045816e-05
433,5.416299434728942e-05
434,5.428969632274677e-05
435,8.82184003608221e-05
436,1.6378734323178786e-05
437,7.910510203793635e-05
438,1.2144679017224966e-05
439,1e-05
440,2.497188142396826e-05
441,2.7986367231881283e-05
442,0.0011290446394387913
443,2.528353180294164e-05
444,0.00013507705102817427
445,1.1659459326232732e-05
446,0.0001453908384142317
447,1e-05
448,1e-05
449,1e-05
450,1.4671496354353044e-05
451,0.001245009746530898
452,1.0464651058982495e-05
453,0.00027911157238302083
454,0.00025245612949338495
455,0.0012092703799295313
456,0.0009885666652266944
457,0.0007017399244992021
458,0.0006541435332054144
459,0.00031337298100762807
460,1.084798148474379e-05
461,0.0008299539109728289
462,0.0019004124864839247
463,0.001411449164983417
464,0.001451091661833345
465,0.0014318012117226337
466,0.0008709090831939766
467,0.0016231745777254977
468,0.0008329504974796633
469,0.001041068337462748
470,0.0004589681492202298
471,0.0015385994921859266
472,0.00025302141686308775
473,0.001458934279039458
474,0.0007375349704648828
475,0.0010245279798476005
476,0.0017071452736171406
477,0.001693012812348295
478,0.0016402120019744391
479,0.00020733803767691261
480,0.0014460214962626326
481,0.001197234368652755
482,0.00010280382645625857
483,0.0021041574309404653
484,0.0009584622122209154
485,0.0001915890503902415
486,0.0012483476259896808
487,0.0013039664380102812
488,0.0005603245439306506
489,0.0008450208810534959
490,0.0012285347726505049
491,0.0008026661096700911
492,0.0013404737215698544
493,0.0008418450291840283
494,0.0014181711930380204
495,0.00031632354484584615
496,0.0012332525662548013
497,0.0016212653003816549
498,0.0017403963037974255
499,0.0014608877358647566
500,0.0005135823432119615
501,0.0022994549221922967
502,1e-05
503,0.0019021015750183103
504,0.0011751595095072659
505,0.001052486455929961
506,0.0015143069810337664
507,0.0013722153821992017
508,0.0013950644068308436
509,0.0016417926529939005
510,0.0003631831975510983
511,0.0015312784440677382
512,9.86995438945332e-05
